"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Jiang Y.; Punjabi K.; Pierce I.; Knight D.; Yao T.; Steeden J.; Hughes A.D.; Muthurangu V.; Davies R.","Jiang, Yue (58681466100); Punjabi, Karan (57392659400); Pierce, Iain (57224133548); Knight, Daniel (55589453200); Yao, Tina (58161103900); Steeden, Jennifer (36605240600); Hughes, Alun D. (57207789660); Muthurangu, Vivek (7801671480); Davies, Rhodri (57198821565)","58681466100; 57392659400; 57224133548; 55589453200; 58161103900; 36605240600; 57207789660; 7801671480; 57198821565","A machine learning algorithm for creating isotropic 3D aortic segmentations from routine cardiac MR localizers","2025","Magnetic Resonance Imaging","115","","110253","","","","1","10.1016/j.mri.2024.110253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206809915&doi=10.1016%2fj.mri.2024.110253&partnerID=40&md5=7298b2d8ddaad6ef488f06ec0cf7bfd6","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85206809915"
"Montalt-Tordera J.; Kowalik G.; Gotschy A.; Steeden J.; Muthurangu V.","Montalt-Tordera, Javier (57204789341); Kowalik, Grzegorz (6602362169); Gotschy, Alexander (55998577200); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","57204789341; 6602362169; 55998577200; 36605240600; 7801671480","Rapid 3D whole-heart cine imaging using golden ratio stack of spirals","2020","Magnetic Resonance Imaging","72","","","1","7","6","3","10.1016/j.mri.2020.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086852986&doi=10.1016%2fj.mri.2020.06.008&partnerID=40&md5=04a683fe8059c7a9420b3b5c7bf60550","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85086852986"
"Jaubert O.; Steeden J.; Montalt-Tordera J.; Arridge S.; Kowalik G.T.; Muthurangu V.","Jaubert, Olivier (48461323600); Steeden, Jennifer (36605240600); Montalt-Tordera, Javier (57204789341); Arridge, Simon (7005759823); Kowalik, Grzegorz Tomasz (6602362169); Muthurangu, Vivek (7801671480)","48461323600; 36605240600; 57204789341; 7005759823; 6602362169; 7801671480","Deep artifact suppression for spiral real-time phase contrast cardiac magnetic resonance imaging in congenital heart disease","2021","Magnetic Resonance Imaging","83","","","125","132","7","10","10.1016/j.mri.2021.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113316095&doi=10.1016%2fj.mri.2021.08.005&partnerID=40&md5=754a98e6721968a5d74b1502cc4ebc7b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85113316095"
"Muthurangu V.; Tann O.R.; Taylor A.M.","Muthurangu, Vivek (7801671480); Tann, Oliver Richard (24339325500); Taylor, Andrew M. (57195810900)","7801671480; 24339325500; 57195810900","Interventional cardiovascular magnetic resonance","2023","Magnetic Resonance Imaging of Congenital Heart Disease","","","","383","395","12","1","10.1007/978-3-031-29235-4_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194020253&doi=10.1007%2f978-3-031-29235-4_22&partnerID=40&md5=244f08d115b8e7c29cb1b5783839d928","Book chapter","Final","","Scopus","2-s2.0-85194020253"
"Hauser J.A.; Jones A.; Pandya B.; Taylor A.M.; Muthurangu V.","Hauser, Jakob A. (37034141400); Jones, Alexander (12795736600); Pandya, Bejal (12545915200); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","37034141400; 12795736600; 12545915200; 57195810900; 7801671480","Comprehensive MRI assessment of the cardiovascular responses to food ingestion in Fontan physiology","2020","American Journal of Physiology - Heart and Circulatory Physiology","319","4","","H808","H813","5","5","10.1152/AJPHEART.00500.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091469871&doi=10.1152%2fAJPHEART.00500.2020&partnerID=40&md5=08272de7e8b6e11247c306b4aa2e98d4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85091469871"
"Knight D.S.; Karia N.; Cole A.R.; Maclean R.H.; Brown J.T.; Masi A.; Patel R.K.; Razvi Y.; Chacko L.; Venneri L.; Kotecha T.; Martinez-Naharro A.; Kellman P.; Scott-Russell A.M.; Schreiber B.E.; Ong V.H.; Denton C.P.; Fontana M.; Coghlan J.G.; Muthurangu V.","Knight, Daniel S. (55589453200); Karia, Nina (37122124800); Cole, Alice R. (57235401900); Maclean, Rory H. (57448509700); Brown, James T. (57212760167); Masi, Ambra (57718446200); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Chacko, Liza (57210256202); Venneri, Lucia (6506276972); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Kellman, Peter (7004851504); Scott-Russell, Ann M. (24400040100); Schreiber, Benjamin E. (36106322600); Ong, Voon H. (8398311200); Denton, Christopher P. (7006031021); Fontana, Marianna (16306839900); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","55589453200; 37122124800; 57235401900; 57448509700; 57212760167; 57718446200; 57210156635; 57219044558; 57210256202; 6506276972; 38661453500; 55343433500; 7004851504; 24400040100; 36106322600; 8398311200; 7006031021; 16306839900; 35393553500; 7801671480","Distinct cardiovascular phenotypes are associated with prognosis in systemic sclerosis: a cardiovascular magnetic resonance study","2023","European Heart Journal Cardiovascular Imaging","24","4","","463","471","8","18","10.1093/ehjci/jeac120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139938116&doi=10.1093%2fehjci%2fjeac120&partnerID=40&md5=4dd3520023ed4ee6b400def9e711157a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139938116"
"Kowalik G.T.; Steeden J.A.; Atkinson D.; Montalt-Tordera J.; Mortensen K.H.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Steeden, Jennifer Anne (36605240600); Atkinson, David (57216116485); Montalt-Tordera, Javier (57204789341); Mortensen, Kristian Havmand (24344469300); Muthurangu, Vivek (7801671480)","6602362169; 36605240600; 57216116485; 57204789341; 24344469300; 7801671480","Golden ratio stack of spirals for flexible angiographic imaging: Proof of concept in congenital heart disease","2019","Magnetic Resonance in Medicine","81","1","","90","101","11","3","10.1002/mrm.27353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057171401&doi=10.1002%2fmrm.27353&partnerID=40&md5=7fd3b1e1ffa6814537ab8cd458905d6f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85057171401"
"Issitt R.W.; Cudworth E.; Cortina-Borja M.; Gupta A.; Kallon D.; Crook R.; Shaw M.; Robertson A.; Tsang V.T.; Henwood S.; Muthurangu V.; Sebire N.J.; Burch M.; Fenton M.","Issitt, Richard W (24466183700); Cudworth, Eamonn (58062360700); Cortina-Borja, Mario (26643625100); Gupta, Arun (55628526652); Kallon, Delordson (8055289000); Crook, Richard (56745053500); Shaw, Michael (57199934401); Robertson, Alex (57198466471); Tsang, Victor T (56466227600); Henwood, Sophie (57732666100); Muthurangu, Vivek (7801671480); Sebire, Neil J (7004794073); Burch, Michael (7005588453); Fenton, Matthew (9250715500)","24466183700; 58062360700; 26643625100; 55628526652; 8055289000; 56745053500; 57199934401; 57198466471; 56466227600; 57732666100; 7801671480; 7004794073; 7005588453; 9250715500","Rapid desensitization through immunoadsorption during cardiopulmonary bypass. A novel method to facilitate human leukocyte antigen incompatible heart transplantation","2024","Perfusion (United Kingdom)","39","3","","543","554","11","0","10.1177/02676591221151035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146173997&doi=10.1177%2f02676591221151035&partnerID=40&md5=6210d2e772c59e4b34bfadfe8c332e16","Article","Final","","Scopus","2-s2.0-85146173997"
"Barber N.J.; Ako E.O.; Kowalik G.T.; Cheang M.H.; Pandya B.; Steeden J.A.; Moledina S.; Muthurangu V.","Barber, Nathaniel J. (56609890400); Ako, Emmanuel O. (56619518000); Kowalik, Gregorz T. (6602362169); Cheang, Mun H. (56976091500); Pandya, Bejal (12545915200); Steeden, Jennifer A. (36605240600); Moledina, Shahin (23985897400); Muthurangu, Vivek (7801671480)","56609890400; 56619518000; 6602362169; 56976091500; 12545915200; 36605240600; 23985897400; 7801671480","Magnetic Resonance-Augmented Cardiopulmonary Exercise Testing: Comprehensively Assessing Exercise Intolerance in Children With Cardiovascular Disease","2016","Circulation. Cardiovascular imaging","9","12","","","","","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020374519&partnerID=40&md5=f39ee6991d328b9945450ec84c58dd4a","Article","Final","","Scopus","2-s2.0-85020374519"
"House A.V.; Muthurangu V.; Spanel A.J.; Danford D.A.; Mir B.; Schuster A.; Hsu H.; Kutty S.","House, Aswathy Vaikom (56478397400); Muthurangu, Vivek (7801671480); Spanel, Alan J. (57204976307); Danford, David A. (7007125191); Mir, Bilal (57204974800); Schuster, Andreas (24391432700); Hsu, Hao (57204980129); Kutty, Shelby (25650021600)","56478397400; 7801671480; 57204976307; 7007125191; 57204974800; 24391432700; 57204980129; 25650021600","Can Abbreviated Cardiac Magnetic Resonance Imaging Adequately Support Clinical Decision Making After Repair of Tetralogy of Fallot?","2019","Pediatric Cardiology","40","3","","616","622","6","2","10.1007/s00246-018-2035-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058241962&doi=10.1007%2fs00246-018-2035-0&partnerID=40&md5=bdde26f3a3df747aee4140d0eeec03dd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85058241962"
"Ntsinjana H.N.; Chung R.; Ciliberti P.; Muthurangu V.; Schievano S.; Marek J.; Parker K.H.; Taylor A.M.; Biglino G.","Ntsinjana, Hopewell N. (53866882200); Chung, Robin (8572078800); Ciliberti, Paolo (56432781800); Muthurangu, Vivek (7801671480); Schievano, Silvia (13410386200); Marek, Jan (17635293700); Parker, Kim H. (7401598095); Taylor, Andrew M. (57195810900); Biglino, Giovanni (23099141600)","53866882200; 8572078800; 56432781800; 7801671480; 13410386200; 17635293700; 7401598095; 57195810900; 23099141600","Utility of cardiovascular magnetic resonance-derived wave intensity analysis as a marker of ventricular function in children with heart failure and normal ejection fraction","2017","Frontiers in Pediatrics","5","","65","","","","11","10.3389/fped.2017.00065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020942250&doi=10.3389%2ffped.2017.00065&partnerID=40&md5=3685464b8eaa228957d1f0daaceaf0b6","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85020942250"
"Karia N.; Howard L.; Johnson M.; Kiely D.G.; Lordan J.; McCabe C.; Pepke-Zaba J.; Ong R.; Preiss M.; Knight D.; Muthurangu V.; Coghlan J.G.","Karia, Nina (37122124800); Howard, Luke (58330010600); Johnson, Martin (55723901700); Kiely, David G. (34771006600); Lordan, James (6603077452); McCabe, Colm (55821937100); Pepke-Zaba, Joanna (6602812701); Ong, Rose (57327066000); Preiss, Michael (59840895000); Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480); Coghlan, J. Gerry (35393553500)","37122124800; 58330010600; 55723901700; 34771006600; 6603077452; 55821937100; 6602812701; 57327066000; 59840895000; 55589453200; 7801671480; 35393553500","Predictors of outcomes in mild pulmonary hypertension according to 2022 ESC/ERS Guidelines: the EVIDENCE-PAH UK study","2023","European Heart Journal","44","44","","4678","4691","13","22","10.1093/eurheartj/ehad532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175494971&doi=10.1093%2feurheartj%2fehad532&partnerID=40&md5=17ef9eacdbe62fd253af37303eb6eabc","Article","Final","","Scopus","2-s2.0-85175494971"
"Hughes M.L.; Broadhead M.; McEwan A.; Tann O.; Krupickova S.; Muthurangu V.","Hughes, Marina L. (7402467863); Broadhead, Michael (6701455088); McEwan, Angus (7102063096); Tann, Oliver (24339325500); Krupickova, Sylvia (33667688400); Muthurangu, Vivek (7801671480)","7402467863; 6701455088; 7102063096; 24339325500; 33667688400; 7801671480","Pre-Operative Grade of Decompressing Systemic Venous Collaterals, But Not Jugular Venous Pressure, Predicts Short- and Medium-Term Outcome After Completion of the Total Cavopulmonary Connection","2019","JACC: Cardiovascular Imaging","12","6","","1109","1111","2","3","10.1016/j.jcmg.2018.12.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065916981&doi=10.1016%2fj.jcmg.2018.12.017&partnerID=40&md5=a0f398c90a9ef8ffb9c43aea63a87252","Letter","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85065916981"
"Kotecha T.; Martinez-Naharro A.; Yoowannakul S.; Lambe T.; Rezk T.; Knight D.S.; Hawkins P.N.; Moon J.C.; Muthurangu V.; Kellman P.; Rakhit R.D.; Gillmore J.D.; Jeetley P.; Davenport A.; Fontana M.","Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Yoowannakul, Suree (57195753742); Lambe, Tabitha (57205672747); Rezk, Tamer (55985701600); Knight, Daniel S. (55589453200); Hawkins, Philip N. (35464959200); Moon, James C. (57202314649); Muthurangu, Vivek (7801671480); Kellman, Peter (7004851504); Rakhit, Roby D. (6603035925); Gillmore, Julian D. (7003539031); Jeetley, Paramjit (8434302300); Davenport, Andrew (55437680000); Fontana, Marianna (16306839900)","38661453500; 55343433500; 57195753742; 57205672747; 55985701600; 55589453200; 35464959200; 57202314649; 7801671480; 7004851504; 6603035925; 7003539031; 8434302300; 55437680000; 16306839900","Acute changes in cardiac structural and tissue characterisation parameters following haemodialysis measured using cardiovascular magnetic resonance","2019","Scientific Reports","9","1","1388","","","","29","10.1038/s41598-018-37845-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061027013&doi=10.1038%2fs41598-018-37845-4&partnerID=40&md5=f5fd4da8f9905e539f685659da08ac84","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061027013"
"Muthurangu V.","Muthurangu, Vivek (7801671480)","7801671480","Pediatric and congenital heart disease","2017","Protocols and Methodologies in Basic Science and Clinical Cardiac MRI","","","","385","397","12","0","10.1007/978-3-319-53001-7_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076030638&doi=10.1007%2f978-3-319-53001-7_12&partnerID=40&md5=de2cf40fc7be9bb102159f1264a2fbc7","Book chapter","Final","","Scopus","2-s2.0-85076030638"
"DiLorenzo M.P.; Lee S.; Rathod R.H.; Raimondi F.; Farooqi K.M.; Jain S.S.; Samyn M.M.; Johnson T.R.; Olivieri L.J.; Fogel M.A.; Lai W.W.; Renella P.; Powell A.J.; Buddhe S.; Stafford C.; Johnson J.N.; Helbing W.A.; Pushparajah K.; Voges I.; Muthurangu V.; Miles K.G.; Greil G.; McMahon C.J.; Slesnick T.C.; Fonseca B.M.; Morris S.A.; Soslow J.H.; Grosse-Wortmann L.; Beroukhim R.S.; Grotenhuis H.B.","DiLorenzo, Michael P. (55522597300); Lee, Simon (56038270600); Rathod, Rahul H. (36143305800); Raimondi, Francesca (56835316000); Farooqi, Kanwal M. (33267631300); Jain, Supriya S. (57213028766); Samyn, Margaret M. (6603345404); Johnson, Tiffanie R. (34975456500); Olivieri, Laura J. (35201723100); Fogel, Mark A. (7102455134); Lai, Wyman W. (7402231151); Renella, Pierangelo (23768469900); Powell, Andrew J. (7202502238); Buddhe, Sujatha (57190800699); Stafford, Caitlin (58970914300); Johnson, Jason N. (55494753600); Helbing, Willem A. (7004122357); Pushparajah, Kuberan (6505850994); Voges, Inga (15073600400); Muthurangu, Vivek (7801671480); Miles, Kimberley G. (58102974500); Greil, Gerald (6602763985); McMahon, Colin J. (7202819517); Slesnick, Timothy C. (10439636300); Fonseca, Brian M. (55857912000); Morris, Shaine A. (7403325848); Soslow, Jonathan H. (12761411800); Grosse-Wortmann, Lars (16199663600); Beroukhim, Rebecca S. (14321237400); Grotenhuis, Heynric B. (8713719600)","55522597300; 56038270600; 36143305800; 56835316000; 33267631300; 57213028766; 6603345404; 34975456500; 35201723100; 7102455134; 7402231151; 23768469900; 7202502238; 57190800699; 58970914300; 55494753600; 7004122357; 6505850994; 15073600400; 7801671480; 58102974500; 6602763985; 7202819517; 10439636300; 55857912000; 7403325848; 12761411800; 16199663600; 14321237400; 8713719600","Design and implementation of multicenter pediatric and congenital studies with cardiovascular magnetic resonance: Big data in smaller bodies","2024","Journal of Cardiovascular Magnetic Resonance","26","1","101041","","","","3","10.1016/j.jocmr.2024.101041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189463377&doi=10.1016%2fj.jocmr.2024.101041&partnerID=40&md5=f46720b2c81e011c36b273d3875eb523","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85189463377"
"Patel R.K.; Bandera F.; Venneri L.; Porcari A.; Razvi Y.; Ioannou A.; Chacko L.; Martinez-Naharro A.; Rauf M.U.; Knight D.; Brown J.; Petrie A.; Wechalekar A.; Whelan C.; Lachmann H.; Muthurangu V.; Guazzi M.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Patel, Rishi K. (57210156635); Bandera, Francesco (55325767500); Venneri, Lucia (6506276972); Porcari, Aldostefano (57201271007); Razvi, Yousuf (57219044558); Ioannou, Adam (57188664278); Chacko, Liza (57210256202); Martinez-Naharro, Ana (55343433500); Rauf, Muhammad U. (57985713000); Knight, Daniel (55589453200); Brown, James (57212760167); Petrie, Aviva (35974110300); Wechalekar, Ashutosh (6506002568); Whelan, Carol (36647033100); Lachmann, Helen (7004915734); Muthurangu, Vivek (7801671480); Guazzi, Marco (7102760456); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57210156635; 55325767500; 6506276972; 57201271007; 57219044558; 57188664278; 57210256202; 55343433500; 57985713000; 55589453200; 57212760167; 35974110300; 6506002568; 36647033100; 7004915734; 7801671480; 7102760456; 35464959200; 7003539031; 16306839900","Cardiopulmonary Exercise Testing in Evaluating Transthyretin Amyloidosis","2024","JAMA Cardiology","9","4","","367","376","9","8","10.1001/jamacardio.2024.0022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187527082&doi=10.1001%2fjamacardio.2024.0022&partnerID=40&md5=1aa10db0fa934bcb1147ab3f8e08f1b9","Article","Final","","Scopus","2-s2.0-85187527082"
"Watt F.T.; Muthurangu V.; Steeden J.; Mackle E.C.; Desjardins A.E.; Zhang E.Z.; Beard P.C.; Alles E.J.","Watt, Fraser T. (57222285770); Muthurangu, Vivek (7801671480); Steeden, Jennifer (36605240600); Mackle, Eleanor C. (57193590358); Desjardins, Adrien E. (57204519454); Zhang, Edward Z. (7102686951); Beard, Paul C. (7006238023); Alles, Erwin J. (57200169959)","57222285770; 7801671480; 36605240600; 57193590358; 57204519454; 7102686951; 7006238023; 57200169959","Multimodal optical ultrasound imaging: Real-time imaging under concurrent CT or MRI","2024","APL Photonics","9","9","096103","","","","1","10.1063/5.0225554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203107695&doi=10.1063%2f5.0225554&partnerID=40&md5=4f87f39593c4091b1ba5814414da625e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85203107695"
